State,County,Uninsured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
KS,Grant County,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.143,0.305,17.67,236.16,53.7,12.57,0.488,0.094,0.758,0.071,7950,0.085,0.198,0.097,,316.7,,,0.089,0.037,25.65,,0.237,0.101,7311,0.129,25,54952,0.515,,
KS,Gray County,0.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142,,39.5,95.5,12.22,0,0.09,0.78,0.201,6030,0.035,1,0.088,,283.6,,,0.094,0.163,38.88,,0.241,0.134,7914,,50,55780,0.315,,0.172
KS,Gray County,0.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.354,0.188,28.192,71.45,63.6,12.22,0,0.112,0.788,0.21,6009,0.024,1,0.091,,241.2,,,0.102,0.163,31.35,,0.232,0.131,7394,,50,56615,0.297,,
KS,Greenwood County,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396,,143.53,105.5,8.69,0.049,0.104,0.814,0.373,6454,0,0.613,0.111,,430.8,,,0.142,0.153,22.56,,0.191,0.073,11289,0.073,77,41382,0.454,,0.139
KS,Greenwood County,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.287,0.377,20.143,154.24,99,8.69,0.129,0.11,0.804,0.371,6424,0,0.613,0.11,,476.1,,,0.144,0.153,27.53,,0.175,0.075,11287,0.073,93,35803,0.452,,
KS,Hamilton County,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,,,,13,0,0.116,0.831,0.114,2639,0.076,1,0.086,,393.2,,,0.098,0.478,,,0.264,0.151,12991,,76,43380,0.522,,
KS,Hamilton County,0.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.94,0.254,26.525,,135.3,13,0,0.112,0.814,0.129,2609,0.084,1,0.092,,372.8,,,0.099,0.478,,,0.275,0.132,13167,,77,42263,0.524,,
KS,Harper County,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359,,153.88,122.6,10.32,0.062,0.089,0.835,0.163,5911,0.01,1,0.115,,394.6,,,0.126,0.071,49.3,,0.214,0.092,10516,0.068,152,41399,0.485,,0.228
KS,Harper County,0.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.582,0.311,33.835,167.82,113.2,10.32,0.063,0.1,0.83,0.164,5860,0.015,1,0.113,,438.8,,,0.132,0.071,35.65,,0.211,0.103,10346,0.068,137,43066,0.477,,
KS,Harvey County,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.24,,339.56,80.8,9.93,0,0.105,0.805,0.243,34852,0.024,0.309,0.089,41.9,318.2,,54.4,0.126,0.065,18.5,8.41,0.177,0.074,8610,0.083,86,49624,0.356,,0.127
KS,Harvey County,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.338,0.223,19.798,359.65,80.4,9.93,0,0.107,0.795,0.244,34741,0.026,0.309,0.097,41.9,317.8,,62.6,0.128,0.065,18.3,7.49,0.164,0.068,8294,0.083,98,54135,0.35,,
KS,Haskell County,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,12.36,0.006,0.094,0.816,0.232,4256,0.043,1,0.098,,369.5,,,0.102,0.392,50.93,,0.232,0.127,8898,,70,53430,0.52,,
KS,Haskell County,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.348,0.161,25.846,232.18,85.2,12.36,0.012,0.068,0.805,0.221,4141,0.053,1,0.089,,314.8,,,0.098,0.392,44.06,,0.26,0.137,10244,,72,53076,0.528,,
KS,Jackson County,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,,251.63,74.9,8.48,0,0.12,0.765,0.344,13449,0.005,0.759,0.108,,401.4,,,0.122,0.044,33.26,,0.176,0.075,9259,0.176,30,50943,0.307,,0.163
KS,Jackson County,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.655,0.303,11.897,203.84,77.7,8.48,0,0.106,0.779,0.359,13366,0.005,0.759,0.112,,371.3,,,0.126,0.044,25.63,,0.165,0.085,9489,0.176,52,50661,0.309,,
KS,Jefferson County,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207,,197.14,74.5,8.23,0.151,0.097,0.798,0.439,18945,0.003,0.988,0.107,69.1,303.7,,63.1,0.111,0.041,26.22,,0.143,0.075,9012,0.11,58,55057,0.277,,0.104
KS,Jefferson County,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.561,0.19,13.724,200.31,77.8,8.23,0.123,0.088,0.811,0.422,18813,0.003,0.988,0.099,69.1,371.5,,76,0.113,0.041,28.53,7.51,0.156,0.091,9225,0.11,43,54890,0.259,,
KS,Jewell County,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.161,,,,11.22,0,0.089,0.74,0.213,3046,0,1,0.129,,302.8,,,0.107,0.107,,,0.2,0.108,9931,,66,34195,0.266,,
KS,Jewell County,0.164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.961,0.167,29.547,,64.8,11.22,0,0.099,0.764,0.202,3046,0.002,1,0.141,,272.2,,,0.12,0.107,,,0.187,0.1,9690,,66,41924,0.368,,
KS,Johnson County,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21,,176.31,37.5,8.54,0.002,0.103,0.849,0.213,559913,0.019,0.038,0.067,126.7,236.6,5.5,47.1,0.117,0.029,7.36,7.03,0.121,0.048,9564,0.077,61,73712,0.171,1.75,0.122
KS,Johnson County,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.93,0.219,8.608,164.68,39.2,8.54,0.002,0.112,0.851,0.219,566933,0.019,0.038,0.07,126.7,221.2,5.7,38.6,0.117,0.029,6.56,7.54,0.118,0.046,9523,0.077,69,74135,0.187,1.6,
KS,Kearny County,0.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.307,,,,12.76,0.38,0.136,0.837,0.247,3968,0.067,1,0.097,,285.4,,,0.098,0.027,42.58,,0.247,0.157,10160,,25,50626,0.492,,0.185
KS,Kearny County,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,0.257,17.641,299.48,106.2,12.76,0.377,0.09,0.815,0.28,3923,0.069,1,0.111,,424.8,,,0.099,0.027,46.83,,0.239,0.132,9751,,102,54399,0.482,,
KS,Kingman County,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,,120.51,70.4,10.43,0.103,0.095,0.792,0.427,7863,0.002,0.621,0.116,,294.3,,,0.119,0.09,28.34,,0.172,0.075,11365,0.095,127,49431,0.345,,0.137
KS,Kingman County,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.607,0.319,22.892,155.4,99.1,10.43,0.102,0.113,0.774,0.402,7844,0.002,0.621,0.12,,318,,,0.129,0.09,30.64,,0.161,0.072,12193,0.095,115,51281,0.35,,
KS,Kiowa County,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.082,0.267,56.09,52.06,119.9,11.46,0.548,0.064,0.729,0.133,2523,0.002,1,0.1,,294.7,,,0.13,0.417,,,0.17,0.09,9321,,198,45417,0.29,,
KS,Labette County,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.368,,580.2,78.9,8.59,0.031,0.099,0.831,0.19,21284,0.005,0.523,0.115,65.2,430,,74.6,0.16,0.061,22.9,11.78,0.181,0.063,9040,0.162,42,36715,0.478,,0.193
KS,Labette County,0.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.204,0.314,16.914,507.91,88.9,8.59,0.357,0.1,0.838,0.195,20916,0.005,0.523,0.12,65.2,468,,96.1,0.162,0.061,25.03,12.52,0.177,0.067,9345,0.162,57,38542,0.447,,
KS,Lane County,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.779,0.188,58.685,151.83,137.3,12.6,0,0.102,0.78,0.108,1720,0.003,1,0.119,,383.6,,,0.113,0.365,,,0.194,0.11,11336,,174,52915,0.272,,
KS,Leavenworth County,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.278,,476.94,48.8,8.42,0.032,0.124,0.814,0.339,77739,0.009,0.291,0.094,178.8,346.1,6.5,43.6,0.148,0.052,14.54,9.69,0.124,0.049,9901,0.093,73,59662,0.244,2.13,0.13
KS,Leavenworth County,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.376,0.269,7.718,455.52,54.3,8.42,0,0.122,0.821,0.345,78185,0.009,0.291,0.091,178.8,340.8,6.1,36.9,0.145,0.052,12.32,11.75,0.13,0.054,9314,0.093,69,65424,0.27,3.4,
KS,Lincoln County,0.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.382,,71.91,,11.15,0.089,0.076,0.827,0.276,3174,0.006,1,0.107,,389.9,,,0.114,0.086,,,0.214,0.11,15081,,63,42847,0.366,,0.206
KS,Lincoln County,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.751,0.347,31.506,71.91,74,11.15,0.444,0.08,0.807,0.285,3147,0.013,1,0.108,,396.9,,,0.123,0.086,,,0.202,0.114,16931,,64,42521,0.311,,
KS,Linn County,0.159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.268,,290.95,87.9,8.45,0.157,0.114,0.791,0.418,9441,0.003,1,0.107,,452.7,,,0.145,0.105,24.71,,0.191,0.082,10015,0.146,42,43726,0.425,,0.182
KS,Linn County,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.996,0.307,11.651,248.45,83.1,8.45,0.136,0.116,0.804,0.449,9516,0.002,1,0.111,,374.4,,,0.136,0.105,27.95,,0.183,0.095,8434,0.146,32,44036,0.41,,
KS,Logan County,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.204,,222.77,,13.12,0,0.12,0.745,0.133,2784,0.004,1,0.124,,424.2,,,0.108,0.06,,,0.195,0.108,11563,,216,45933,0.343,,
KS,Logan County,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.043,0.275,39.511,144.67,86.8,13.12,0,0.121,0.744,0.131,2798,0.012,1,0.131,,389.4,,,0.119,0.06,,,0.191,0.1,13307,,250,46375,0.321,,
KS,Lyon County,0.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.326,,284.6,58.3,8.75,0,0.191,0.752,0.109,33748,0.041,0.263,0.084,35.1,303.2,,68.8,0.159,0.03,17.42,4.05,0.236,0.085,8415,0.104,39,39195,0.518,,0.201
KS,Lyon County,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.545,0.314,12.149,265.72,63.3,8.75,0.038,0.18,0.767,0.112,33510,0.042,0.263,0.093,35.1,355.1,5.9,85.4,0.153,0.03,14.44,,0.227,0.094,8637,0.104,45,39483,0.539,,
KS,Marion County,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,148.63,80.4,9.7,0.12,0.082,0.743,0.276,12347,0.002,0.778,0.097,,274.3,,103.5,0.114,0.083,36.85,,0.176,0.073,8647,0.108,32,45243,0.31,,0.139
KS,Marion County,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.61,0.205,31.587,112.11,89.1,9.7,0,0.085,0.731,0.249,12219,0.002,0.778,0.097,,307.4,,89.4,0.124,0.083,29.43,,0.171,0.073,9004,0.108,33,45319,0.322,,
KS,Marshall County,0.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.208,,95.84,57.2,9.31,0.009,0.1,0.771,0.118,10022,0.004,0.71,0.108,,309.3,,,0.116,0.042,21.03,,0.159,0.066,9039,0.108,70,44693,0.302,,0.2
KS,Marshall County,0.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.235,0.228,24.945,118.27,55.5,9.31,0,0.103,0.775,0.117,10002,0.003,0.71,0.118,,305.7,,,0.123,0.042,18.37,,0.146,0.063,9423,0.108,70,50087,0.272,,
KS,McPherson County,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.22,,206.5,67.8,10.29,0,0.079,0.781,0.125,29356,0.004,0.435,0.096,40.9,315.7,,50.4,0.107,0.075,17.6,,0.153,0.055,8758,0.048,34,53969,0.242,,0.117
KS,McPherson County,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.644,0.258,24.186,201.42,71.2,10.29,0,0.079,0.801,0.122,29569,0.003,0.435,0.092,40.9,329.5,8.7,54.7,0.112,0.075,17.6,,0.139,0.063,8273,0.048,37,52734,0.278,,
KS,Meade County,0.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,,393.44,,11.78,0,0.093,0.778,0.176,4396,0.028,1,0.109,,329.1,,,0.105,0.195,,,0.218,0.115,12475,,159,50863,0.387,,0.151
KS,Meade County,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.078,0.214,38.672,580.57,57.8,11.78,0,0.088,0.791,0.161,4343,0.032,1,0.112,,314.5,,,0.111,0.195,,,0.208,0.106,10237,,161,53942,0.561,,
KS,Miami County,0.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,,169.94,61.7,8.49,0,0.117,0.815,0.512,32612,0.002,0.51,0.087,33.8,335.1,,48.5,0.121,0.027,18.07,7.68,0.135,0.054,9481,0.128,18,64629,0.281,,0.16
KS,Miami County,0.106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.081,0.288,13.185,182.44,58.4,8.49,0,0.132,0.823,0.506,32835,0.003,0.51,0.093,33.8,339.6,,43.2,0.121,0.027,17.71,10.18,0.127,0.063,9376,0.128,30,59706,0.217,,
KS,Mitchell County,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,,258.76,106.5,11.16,0.432,0.071,0.82,0.079,6355,0.002,0.483,0.107,,390.9,,,0.109,0.063,22.26,,0.151,0.066,11400,0.099,47,46204,0.296,,0.097
KS,Mitchell County,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.008,0.282,28.324,313.55,97.4,11.16,0.45,0.076,0.817,0.061,6378,0.001,0.483,0.107,,351.9,,,0.11,0.063,29.16,,0.149,0.075,11441,0.099,31,46181,0.228,,
KS,Montgomery County,0.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.355,,434.53,89.1,8.63,0.009,0.113,0.818,0.161,34459,0.008,0.434,0.122,50.4,466.3,10.1,44.3,0.166,0.028,27.07,14.14,0.201,0.074,9381,0.163,90,39553,0.478,4.44,0.162
KS,Montgomery County,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.783,0.373,22.345,504.44,88.7,8.63,0.148,0.126,0.821,0.151,34292,0.008,0.434,0.137,50.4,441,6.1,48.1,0.161,0.028,25.94,14.59,0.193,0.082,9282,0.163,96,39045,0.488,5.1,
KS,Morris County,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.236,,178.58,,9.35,0.252,0.113,0.82,0.303,5854,0.008,1,0.112,,312,,,0.124,0.091,28.85,,0.171,0.087,10688,0.149,,42765,0.287,,0.144
KS,Morris County,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.827,0.204,27.332,168.52,77.6,9.35,0.503,0.084,0.797,0.314,5741,0.003,1,0.097,,378,,,0.125,0.091,31.34,,0.182,0.092,10307,0.149,,46404,0.259,,
KS,Morton County,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.261,,424.76,,12.4,0,0.043,0.825,0.073,3169,0.04,1,0.102,,340.3,,,0.095,0.064,,,0.203,0.109,9937,,95,52950,0.45,,
KS,Morton County,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.367,0.334,34.711,334.66,81,12.4,0,0.066,0.802,0.074,3143,0.034,1,0.102,,394.2,,,0.111,0.064,,,0.205,0.1,8373,,127,51157,0.441,,
KS,Nemaha County,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.197,,164.03,97.5,8.76,0,0.075,0.776,0.115,10132,0.002,0.752,0.115,,293,,,0.105,0.05,27.76,,0.154,0.066,8922,0.08,30,50077,0.2,,0.183
KS,Nemaha County,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.084,0.196,15.792,140.59,86.5,8.76,0,0.071,0.771,0.128,10161,0.003,0.752,0.108,,296.1,,,0.118,0.05,22.37,,0.14,0.063,9087,0.08,30,50006,0.23,,
KS,Neosho County,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.292,,253.6,81,8.14,0.016,0.089,0.8,0.168,16406,0.012,0.451,0.119,,419.4,,121.6,0.148,0.088,29.32,8.62,0.185,0.068,10357,0.147,91,40541,0.465,,0.202
KS,Neosho County,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.416,0.329,20.724,235.59,80,8.14,0.016,0.092,0.807,0.191,16430,0.011,0.451,0.12,,392.9,,111,0.153,0.088,23.36,12.11,0.182,0.076,10156,0.147,79,41877,0.539,,
KS,Ness County,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.271,,186.16,147.4,12.36,0,0.047,0.752,0.098,3068,0.015,1,0.118,,322.7,,,0.088,0.064,54.55,,0.183,0.109,10994,,33,49541,0.315,,0.176
KS,Ness County,0.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.897,0.441,29.335,149.41,122.5,12.36,0.048,0.037,0.75,0.092,3073,0.013,1,0.113,,267.7,,,0.098,0.064,45.89,,0.176,0.112,11228,,65,49432,0.362,,
KS,Norton County,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337,,89.86,80.8,12.65,0.327,0.153,0.778,0.084,5612,0.009,0.49,0.094,102.3,399.9,,,0.123,0.119,,,0.16,0.07,9752,0.075,36,42202,0.313,,0.136
KS,Norton County,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.917,0.436,32.074,99.75,102.6,12.65,0.056,0.157,0.806,0.101,5622,0.012,0.49,0.103,102.3,309.8,,,0.123,0.119,,,0.154,0.068,9103,0.075,36,42389,0.317,,
KS,Osage County,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.263,,232.06,103.5,8.32,0.02,0.117,0.805,0.46,16142,0.002,0.835,0.119,66.2,364.8,,84.3,0.135,0.043,38.85,11.22,0.15,0.064,8653,0.109,25,46706,0.331,,0.161
KS,Osage County,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.865,0.262,12.39,245.96,101.9,8.32,0.04,0.11,0.812,0.462,16142,0.002,0.835,0.128,66.2,340.6,,87,0.13,0.043,34.91,12.22,0.15,0.067,8730,0.109,31,48991,0.339,,
KS,Osborne County,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.224,,192.18,,11.79,0.15,0.107,0.776,0.14,3806,0.005,1,0.124,,254.5,,,0.114,0.104,,,0.201,0.093,10889,0.095,79,39468,0.407,,0.201
KS,Osborne County,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.421,0.185,31.529,123.2,57,11.79,0,0.106,0.8,0.131,3818,0.004,1,0.12,,361.4,,,0.124,0.104,36.76,,0.197,0.101,10586,0.095,79,38493,0.528,,
KS,Ottawa County,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,,224.69,,10.55,0,0.043,0.786,0.391,6072,0.001,1,0.102,,335,,,0.113,0.071,,,0.163,0.079,10643,0.076,33,48266,0.263,,0.166
KS,Ottawa County,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,0.176,18.116,212.75,62.2,10.55,0,0.051,0.778,0.379,6042,0,1,0.112,,354.4,,,0.117,0.071,,,0.165,0.08,9203,0.076,33,52041,0.302,,
KS,Pawnee County,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.218,,312,95.4,11.79,0,0.065,0.743,0.12,6928,0.005,0.317,0.104,,389.6,,,0.111,0.049,,,0.165,0.065,10783,0.083,115,43901,0.429,,0.196
KS,Pawnee County,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.963,0.218,20.208,294.72,103.8,11.79,0.138,0.097,0.797,0.134,6971,0.019,0.317,0.104,,383.1,,,0.122,0.049,,,0.156,0.064,11423,0.083,115,45331,0.425,,
KS,Phillips County,0.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.393,,54.23,,12.43,0.03,0.056,0.757,0.125,5519,0.001,0.538,0.108,,345.3,,,0.114,0.094,32.99,,0.18,0.078,11073,,36,43519,0.357,,0.154
KS,Phillips County,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.432,0.405,30.803,82.83,78.8,12.43,0.059,0.069,0.767,0.123,5540,0.002,0.538,0.12,,367.3,,,0.119,0.094,28.15,,0.166,0.077,10665,,54,44080,0.449,,
KS,Pottawatomie County,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168,,209.33,61.7,9.09,0,0.111,0.789,0.249,22302,0.009,0.589,0.103,47.9,277.6,,48.6,0.105,0.059,19.66,7.72,0.149,0.064,9816,0.101,27,56891,0.239,,0.151
KS,Pottawatomie County,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801,0.165,10.761,213.79,55.6,9.09,0,0.111,0.795,0.256,22691,0.008,0.589,0.125,47.9,257.3,,,0.115,0.059,16.89,7.43,0.148,0.07,10112,0.101,26,59856,0.189,,
KS,Pratt County,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.219,,309.35,57.9,11.04,0,0.102,0.823,0.12,9728,0.012,0.322,0.097,,357,,,0.113,0.058,,,0.188,0.071,9521,0.171,93,47220,0.331,,0.151
KS,Pratt County,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.442,0.215,26.727,340.23,90.9,11.04,0.006,0.092,0.821,0.124,9878,0.013,0.322,0.096,,413.6,,,0.128,0.058,14.76,,0.169,0.069,7838,0.171,121,50970,0.288,,
KS,Rawlins County,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.264,,53.23,,13.05,0.4,0.055,0.687,0.092,2560,0.005,1,0.118,,405.4,,,0.116,0.122,,,0.194,0.111,11452,,156,44563,0.313,,0.126
KS,Rawlins County,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.791,0.146,42.969,92.36,,13.05,0,0.054,0.668,0.111,2589,0.005,1,0.128,,319.4,,,0.125,0.122,,,0.19,0.106,10510,,193,45901,0.354,,
KS,Reno County,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.331,,445,79.3,10.54,0.04,0.123,0.812,0.162,64438,0.008,0.313,0.116,47.5,369.5,6.3,64.6,0.133,0.089,19.43,10.05,0.177,0.063,8974,0.107,78,43094,0.418,2.46,0.144
KS,Reno County,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.926,0.308,15.208,440.32,85.2,10.54,0.023,0.122,0.815,0.157,64190,0.008,0.313,0.114,47.5,392.6,6.9,67.6,0.136,0.089,20.26,9.35,0.181,0.065,9172,0.107,84,44099,0.421,3.2,
KS,Republic County,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.272,,95.17,,10.54,0,0.099,0.752,0.176,4858,0,1,0.112,,293,,,0.105,0.084,,,0.177,0.093,8849,,103,39085,0.36,,0.122
KS,Republic County,0.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.028,0.279,45.286,107.21,76.4,10.54,0,0.098,0.767,0.189,4820,0,1,0.115,,365.2,,,0.12,0.084,,,0.18,0.101,9121,,104,39819,0.365,,
KS,Rice County,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.302,,162.1,110.6,10.84,0.005,0.111,0.761,0.24,9985,0.014,0.638,0.113,,378.5,,,0.121,0.065,19.57,,0.194,0.083,10106,0.166,40,44833,0.435,,0.181
KS,Rice County,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.983,0.288,22.033,125.18,89.3,10.84,0.009,0.093,0.75,0.208,10011,0.014,0.638,0.117,,410.6,,,0.126,0.065,24.05,,0.18,0.083,9981,0.166,40,45389,0.415,,
KS,Riley County,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222,,280.76,33.9,9.52,0.004,0.229,0.685,0.14,75508,0.01,0.138,0.064,58.8,251.5,7.3,61.4,0.184,0.217,6.54,4.85,0.161,0.069,8259,0.059,66,43574,0.231,,0.133
KS,Riley County,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.143,0.24,11.39,262.44,35.4,9.52,0.004,0.244,0.703,0.14,75394,0.011,0.138,0.06,58.8,244.8,7.2,60.5,0.184,0.217,5.47,5.88,0.142,0.072,7799,0.059,73,46267,0.273,,
KS,Rooks County,0.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.275,,59.63,91.6,12.4,0.085,0.094,0.782,0.178,5223,0.002,1,0.116,,318.5,,,0.13,0.056,40.58,,0.196,0.095,9338,0.119,57,41363,0.31,,0.112
KS,Rooks County,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.057,0.285,21.061,58.78,88.4,12.4,0,0.08,0.802,0.174,5190,0.003,1,0.113,,403.7,,,0.139,0.056,38.23,,0.171,0.087,9082,0.119,58,40870,0.331,,
KS,Rush County,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106,,182.96,,12.07,0.061,0.075,0.746,0.307,3220,0.001,1,0.103,,361.1,,,0.118,0.388,42.99,,0.186,0.086,9417,,124,40415,0.35,,
KS,Rush County,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.701,0.122,21.739,182,110.2,12.07,0.049,0.073,0.766,0.301,3186,0.001,1,0.105,,429.6,,,0.132,0.388,,,0.169,0.084,10397,,126,42867,0.314,,
KS,Russell County,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.249,,413.46,83.9,11.73,0.054,0.092,0.754,0.148,6946,0.012,0.411,0.122,,363.6,,,0.121,0.094,,,0.209,0.084,11139,,72,36614,0.388,,0.166
KS,Russell County,0.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.169,0.283,25.914,376.62,109.8,11.73,0.027,0.112,0.766,0.153,6933,0.007,0.411,0.13,,430.6,,,0.124,0.094,26.83,,0.193,0.081,11480,,72,39520,0.426,,
KS,Saline County,0.152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,,361.27,62.2,10.45,0.007,0.126,0.816,0.083,55988,0.02,0.146,0.102,58.4,351.9,9.5,69.1,0.141,0.051,9.39,9.65,0.189,0.065,8432,0.129,63,45225,0.423,4.7,0.173
KS,Saline County,0.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.914,0.385,15.718,364.66,67,10.45,0.007,0.133,0.827,0.078,55740,0.017,0.146,0.109,58.4,372.7,9.3,54,0.145,0.051,10.35,10.09,0.19,0.074,8607,0.129,63,48505,0.425,5.2,
